"City","quadrat","species","TraitName","value"
"Montreal",1,"Ulmus pumila","SLA",9.72579321252255
"Montreal",1,"Ulmus rubra","SLA",12.987012987013
"Montreal",1,"Ulmus thomasii","SLA",12.987012987013
"Montreal",1,"Vaccinium angustifolium","SLA",40
"Montreal",1,"Verbena simplex","SLA",11.8500000019671
"Montreal",1,"Veronica agrestis","SLA",55.2
"Montreal",1,"Veronica scutellata","SLA",51.7
"Montreal",2,"Elodea canadensis","SLA",39.7261842105263
"Montreal",2,"Equisetum palustre","SLA",7.794
"Montreal",2,"Juniperus communis","SLA",11.7966899508663
"Montreal",2,"Laportea canadensis","SLA",11.8906064209275
"Montreal",2,"Leersia virginica","SLA",42.5531914893617
"Montreal",2,"Lysimachia thyrsiflora","SLA",38
"Montreal",2,"Mentha arvensis","SLA",40.9828011204482
"Montreal",2,"Myosotis laxa","SLA",37.1933333333333
"Montreal",2,"Myrica gale","SLA",11.56247444
"Montreal",2,"Pilea pumila","SLA",39.5256916996047
"Montreal",2,"Pinus resinosa","SLA",10.23
"Montreal",2,"Potamogeton crispus","SLA",60.5666666666667
"Montreal",2,"Ranunculus sceleratus","SLA",37.05
"Montreal",2,"Rorippa sylvestris","SLA",39.95
"Montreal",2,"Salix alba","SLA",11.6560028857143
"Montreal",2,"Salix fragilis","SLA",9.6107107755
"Montreal",2,"Salix lucida","SLA",10.22385
"Montreal",2,"Stellaria media","SLA",53.6698607348869
"Montreal",2,"Symphyotrichum lanceolatum","SLA",10.1419878296146
"Montreal",2,"Typha latifolia","SLA",10.0953732888866
"Montreal",2,"Verbena simplex","SLA",11.8500000019671
"Montreal",2,"Veronica scutellata","SLA",51.7
"Montreal",3,"Equisetum arvense","SLA",16.0653431945357
"Montreal",3,"Juncus bufonius","SLA",16.2737544581319
"Montreal",3,"Poa annua","SLA",39.2498625154071
"Montreal",3,"Stellaria graminea","SLA",36.9868907563025
"Montreal",3,"Stellaria media","SLA",53.6698607348869
"Montreal",3,"Verbascum blattaria","SLA",18.8178913766877
"Montreal",4,"Equisetum arvense","SLA",16.0653431945357
"Montreal",4,"Impatiens capensis","SLA",53.40375
"Montreal",4,"Lobelia inflata","SLA",36.9705821433757
"Montreal",4,"Osmunda regalis","SLA",17.132
"Montreal",4,"Phegopteris connectilis","SLA",42.654
"Montreal",4,"Populus tremuloides","SLA",14.4471715006505
"Montreal",5,"Impatiens capensis","SLA",53.40375
"Montreal",5,"Phragmites australis","SLA",15.1601389682376
"Toronto",1,"Digitaria sanguinalis","SLA",37.2857142857143
"Toronto",1,"Echinacea purpurea","SLA",7.22
"Toronto",1,"Elaeagnus umbellata","SLA",36.4494769482858
"Toronto",1,"Elodea canadensis","SLA",39.7261842105263
"Toronto",1,"Epilobium ciliatum","SLA",41.3181818181818
"Toronto",1,"Equisetum variegatum","SLA",6.329113924
"Toronto",1,"Fagus grandifolia","SLA",41.5129420278283
"Toronto",1,"Foeniculum vulgare","SLA",8.10322711507913
"Toronto",1,"Fraxinus americana","SLA",37.77025490059
"Toronto",1,"Geranium sanguineum","SLA",41.7139253177277
"Toronto",1,"Hedera helix","SLA",11.5088831914213
"Toronto",1,"Helianthus annuus","SLA",11.5501154084962
"Toronto",1,"Impatiens capensis","SLA",53.40375
"Toronto",1,"Impatiens pallida","SLA",80.7947609258718
"Toronto",1,"Juniperus virginiana","SLA",1.57808775925855
"Toronto",1,"Lamium purpureum","SLA",38.45
"Toronto",1,"Lapsana communis","SLA",51.2846560846561
"Toronto",1,"Larix decidua","SLA",11.1815391684864
"Toronto",1,"Lycopus europaeus","SLA",63.076
"Toronto",1,"Lysimachia thyrsiflora","SLA",38
"Toronto",1,"Mentha arvensis","SLA",40.9828011204482
"Toronto",1,"Myosotis laxa","SLA",37.1933333333333
"Toronto",1,"Myosotis scorpioides","SLA",48.7053733090218
"Toronto",1,"Ostrya virginiana","SLA",44.5484655450877
"Toronto",1,"Picea abies","SLA",3.787570986
"Toronto",1,"Picea glauca","SLA",9.0233028408693
"Toronto",1,"Pinus nigra","SLA",4.98860579333333
"Toronto",1,"Pinus resinosa","SLA",10.23
"Toronto",1,"Pinus sylvestris","SLA",6.20566529008973
"Toronto",1,"Poa annua","SLA",39.2498625154071
"Toronto",1,"Populus alba","SLA",11.0850440254001
"Toronto",1,"Populus nigra","SLA",11.5430338160922
"Toronto",1,"Pyrus communis","SLA",7.407407407
"Toronto",1,"Ranunculus sceleratus","SLA",37.05
"Toronto",1,"Ratibida columnifera","SLA",10.000000002
"Toronto",1,"Ratibida pinnata","SLA",12.4454256248237
"Toronto",1,"Rorippa palustris","SLA",51.1654545454545
"Toronto",1,"Rosa rugosa","SLA",10.4209837955385
"Toronto",1,"Rubus occidentalis","SLA",40.382555569
"Toronto",1,"Salix alba","SLA",11.6560028857143
"Toronto",1,"Salix exigua","SLA",9.99075
"Toronto",1,"Salix fragilis","SLA",9.6107107755
"Toronto",1,"Salix lucida","SLA",10.22385
"Toronto",1,"Scutellaria galericulata","SLA",41.0322222222222
"Toronto",1,"Sedum acre","SLA",11.6047619047619
"Toronto",1,"Solanum dulcamara","SLA",36.8837493298612
"Toronto",1,"Sonchus asper","SLA",40.0028459004789
"Toronto",1,"Sonchus oleraceus","SLA",39.6500105070475
"Toronto",1,"Sporobolus cryptandrus","SLA",11.6959064327485
"Toronto",1,"Stachys byzantina","SLA",12.4968553459119
"Toronto",1,"Stachys palustris","SLA",43.4
"Toronto",1,"Stellaria media","SLA",53.6698607348869
"Toronto",1,"Symphyotrichum ericoides","SLA",11.7647058823529
"Toronto",1,"Symphyotrichum lanceolatum","SLA",10.1419878296146
"Toronto",1,"Tanacetum parthenium","SLA",38.058024691358
"Toronto",1,"Taxus baccata","SLA",7.4859270678528
"Toronto",1,"Trifolium resupinatum","SLA",36.352
"Toronto",1,"Typha latifolia","SLA",10.0953732888866
"Toronto",1,"Ulmus pumila","SLA",9.72579321252255
"Toronto",1,"Utricularia vulgaris","SLA",57.14
"Toronto",2,"Digitaria sanguinalis","SLA",37.2857142857143
"Toronto",2,"Echium vulgare","SLA",14.45
"Toronto",2,"Eleocharis erythropoda","SLA",14.1522785168412
"Toronto",2,"Epilobium ciliatum","SLA",41.3181818181818
"Toronto",2,"Equisetum palustre","SLA",7.794
"Toronto",2,"Fagus grandifolia","SLA",41.5129420278283
"Toronto",2,"Glyceria grandis","SLA",37.85
"Toronto",2,"Impatiens capensis","SLA",53.40375
"Toronto",2,"Larix laricina","SLA",14.629056887305
"Toronto",2,"Lobelia siphilitica","SLA",14.2450142450142
"Toronto",2,"Lysimachia thyrsiflora","SLA",38
"Toronto",2,"Phragmites australis","SLA",15.1601389682376
"Toronto",2,"Ranunculus sceleratus","SLA",37.05
"Toronto",2,"Rubus occidentalis","SLA",40.382555569
"Toronto",2,"Syringa vulgaris","SLA",14.1888888888889
"Toronto",2,"Taxus baccata","SLA",7.4859270678528
"Toronto",3,"Eriophorum vaginatum","SLA",10.7354222156
"Toronto",3,"Fagus grandifolia","SLA",41.5129420278283
"Toronto",3,"Gymnocarpium dryopteris","SLA",57.8274954810504
"Toronto",3,"Juniperus virginiana","SLA",1.57808775925855
"Toronto",3,"Mentha arvensis","SLA",40.9828011204482
"Toronto",3,"Oenothera perennis","SLA",48.7
"Toronto",3,"Ostrya virginiana","SLA",44.5484655450877
"Toronto",3,"Phegopteris connectilis","SLA",42.654
"Toronto",3,"Picea abies","SLA",3.787570986
"Toronto",3,"Picea glauca","SLA",9.0233028408693
"Toronto",3,"Picea mariana","SLA",10.0521718054403
"Toronto",3,"Pilea pumila","SLA",39.5256916996047
"Toronto",3,"Pinus resinosa","SLA",10.23
"Toronto",3,"Salix lucida","SLA",10.22385
"Toronto",3,"Sarracenia purpurea","SLA",41
"Toronto",3,"Scirpus atrocinctus","SLA",11.5752339118898
"Toronto",3,"Scutellaria galericulata","SLA",41.0322222222222
"Toronto",3,"Sonchus asper","SLA",40.0028459004789
"Toronto",3,"Symphyotrichum lanceolatum","SLA",10.1419878296146
"Toronto",3,"Vaccinium oxycoccos","SLA",9.70537068825194
"Toronto",4,"Laportea canadensis","SLA",11.8906064209275
"Toronto",4,"Lysimachia thyrsiflora","SLA",38
"Toronto",4,"Picea mariana","SLA",10.0521718054403
"Toronto",4,"Sarracenia purpurea","SLA",41
"Toronto",4,"Scutellaria galericulata","SLA",41.0322222222222
"Toronto",4,"Typha angustifolia","SLA",6.97
"Toronto",5,"Echium vulgare","SLA",14.45
"Toronto",5,"Fagus grandifolia","SLA",41.5129420278283
"Toronto",5,"Impatiens capensis","SLA",53.40375
"Toronto",5,"Iris pseudacorus","SLA",15.3044444444444
"Toronto",5,"Juglans nigra","SLA",15.3853704774757
"Toronto",5,"Juncus compressus","SLA",14.7
"Toronto",5,"Lycopus europaeus","SLA",63.076
"Toronto",5,"Quercus rubra","SLA",15.6068184163399
"Toronto",5,"Rorippa palustris","SLA",51.1654545454545
"Toronto",5,"Rubus occidentalis","SLA",40.382555569
"Toronto",5,"Salix fragilis","SLA",9.6107107755
"Toronto",5,"Solanum dulcamara","SLA",36.8837493298612
"Vancouver",1,"Digitaria sanguinalis","SLA",37.2857142857143
"Vancouver",1,"Drosera rotundifolia","SLA",41.5598855941568
"Vancouver",1,"Echinops ritro","SLA",9.85667535042801
"Vancouver",1,"Epilobium ciliatum","SLA",41.3181818181818
"Vancouver",1,"Equisetum variegatum","SLA",6.329113924
"Vancouver",1,"Euphorbia peplus","SLA",37.75
"Vancouver",1,"Foeniculum vulgare","SLA",8.10322711507913
"Vancouver",1,"Galega officinalis","SLA",53.92
"Vancouver",1,"Geranium sanguineum","SLA",41.7139253177277
"Vancouver",1,"Glyceria fluitans","SLA",37.2783993313451
"Vancouver",1,"Glyceria grandis","SLA",37.85
"Vancouver",1,"Gymnocarpium dryopteris","SLA",57.8274954810504
"Vancouver",1,"Helianthus maximiliani","SLA",6.34920634920635
"Vancouver",1,"Helianthus petiolaris","SLA",8.43618927
"Vancouver",1,"Heracleum mantegazzianum","SLA",38.8
"Vancouver",1,"Heteromeles arbutifolia","SLA",4.19598298447148
"Vancouver",1,"Hieracium murorum","SLA",44.734
"Vancouver",1,"Holcus lanatus","SLA",37.7213745924165
"Vancouver",1,"Ilex aquifolium","SLA",7.12271724714783
"Vancouver",1,"Ilex crenata","SLA",9.42862530643032
"Vancouver",1,"Ilex glabra","SLA",9.80323023329494
"Vancouver",1,"Ilex pernyi","SLA",5.57269279393173
"Vancouver",1,"Impatiens glandulifera","SLA",38.3
"Vancouver",1,"Impatiens parviflora","SLA",146.974
"Vancouver",1,"Juniperus scopulorum","SLA",4.02211153846154
"Vancouver",1,"Kalmia angustifolia","SLA",9.12506313304299
"Vancouver",1,"Lamium purpureum","SLA",38.45
"Vancouver",1,"Lapsana communis","SLA",51.2846560846561
"Vancouver",1,"Lycopus europaeus","SLA",63.076
"Vancouver",1,"Lysimachia thyrsiflora","SLA",38
"Vancouver",1,"Myosotis scorpioides","SLA",48.7053733090218
"Vancouver",1,"Myrrhis odorata","SLA",39.225
"Vancouver",1,"Nasturtium microphyllum","SLA",72.1
"Vancouver",1,"Nasturtium officinale","SLA",44.4592592592593
"Vancouver",1,"Ostrya virginiana","SLA",44.5484655450877
"Vancouver",1,"Oxalis acetosella","SLA",67.3413229356377
"Vancouver",1,"Paxistima myrsinites","SLA",6.45177650126107
"Vancouver",1,"Picea sitchensis","SLA",7.15911769668972
"Vancouver",1,"Pinus armandii","SLA",8.77126160668793
"Vancouver",1,"Pinus flexilis","SLA",8.61
"Vancouver",1,"Pinus nigra","SLA",4.98860579333333
"Vancouver",1,"Pinus ponderosa","SLA",4.11191613787084
"Vancouver",1,"Pinus sylvestris","SLA",6.20566529008973
"Vancouver",1,"Plantago maritima","SLA",8.94
"Vancouver",1,"Poa annua","SLA",39.2498625154071
"Vancouver",1,"Poa nemoralis","SLA",44.0729493891797
"Vancouver",1,"Potamogeton crispus","SLA",60.5666666666667
"Vancouver",1,"Prunus laurocerasus","SLA",7.30915090994516
"Vancouver",1,"Prunus lusitanica","SLA",7.12029442901956
"Vancouver",1,"Pseudotsuga menziesii","SLA",4.78458395096774
"Vancouver",1,"Quercus ilex","SLA",5.036130810972
"Vancouver",1,"Quercus lobata","SLA",8.280325
"Vancouver",1,"Quercus virginiana","SLA",7.68293305904737
"Vancouver",1,"Rhododendron aureum","SLA",9.2077
"Vancouver",1,"Rhododendron degronianum","SLA",5.033755595
"Vancouver",1,"Rhododendron ponticum","SLA",7.53136400486277
"Vancouver",1,"Rhododendron yunnanense","SLA",6.63
"Vancouver",1,"Rorippa palustris","SLA",51.1654545454545
"Vancouver",1,"Rorippa sylvestris","SLA",39.95
"Vancouver",1,"Rubus parviflorus","SLA",44.936
"Vancouver",1,"Salix purpurea","SLA",9.496676163
"Vancouver",1,"Salix reticulata","SLA",9.05727148144402
"Vancouver",1,"Silene gallica","SLA",39.8
"Vancouver",1,"Smyrnium olusatrum","SLA",39.6
"Vancouver",1,"Sonchus asper","SLA",40.0028459004789
"Vancouver",1,"Sonchus oleraceus","SLA",39.6500105070475
"Vancouver",1,"Stellaria media","SLA",53.6698607348869
"Vancouver",1,"Streptopus amplexifolius","SLA",47.658731823263
"Vancouver",1,"Tanacetum parthenium","SLA",38.058024691358
"Vancouver",1,"Taxus baccata","SLA",7.4859270678528
"Vancouver",1,"Ternstroemia gymnanthera","SLA",6.0726263013875
"Vancouver",1,"Trifolium aureum","SLA",37.997
"Vancouver",1,"Typha angustifolia","SLA",6.97
"Vancouver",1,"Ulmus pumila","SLA",9.72579321252255
"Vancouver",1,"Vaccinium oxycoccos","SLA",9.70537068825194
"Vancouver",1,"Veronica scutellata","SLA",51.7
"Vancouver",1,"Veronica spicata","SLA",7.4
"Vancouver",1,"Viburnum tinus","SLA",9.00438311127506
"Vancouver",3,"Gymnocarpium dryopteris","SLA",57.8274954810504
"Vancouver",3,"Impatiens glandulifera","SLA",38.3
"Vancouver",3,"Pinus contorta","SLA",11.78
"Vancouver",3,"Prunus emarginata","SLA",15.0308014112383
"Vancouver",3,"Pseudotsuga menziesii","SLA",4.78458395096774
"Vancouver",3,"Rubus parviflorus","SLA",44.936
"Vancouver",4,"Drosera rotundifolia","SLA",41.5598855941568
"Vancouver",4,"Equisetum variegatum","SLA",6.329113924
"Vancouver",4,"Impatiens glandulifera","SLA",38.3
"Vancouver",4,"Myrica gale","SLA",11.56247444
"Vancouver",4,"Paxistima myrsinites","SLA",6.45177650126107
"Vancouver",4,"Potamogeton berchtoldii","SLA",49.5
"Vancouver",4,"Pseudotsuga menziesii","SLA",4.78458395096774
"Vancouver",4,"Pyrola asarifolia","SLA",13.7115194869265
"Vancouver",4,"Rubus parviflorus","SLA",44.936
"Vancouver",4,"Streptopus amplexifolius","SLA",47.658731823263
"Vancouver",5,"Drosera rotundifolia","SLA",41.5598855941568
"Vancouver",5,"Eriophorum angustifolium","SLA",9.73002524158572
"Vancouver",5,"Galium triflorum","SLA",35.7142857142857
"Vancouver",5,"Linnaea borealis","SLA",33.33333333
"Vancouver",5,"Paxistima myrsinites","SLA",6.45177650126107
"Vancouver",5,"Rubus parviflorus","SLA",44.936
"Vancouver",5,"Salix arctica","SLA",11.49425287
"Vancouver",5,"Vaccinium oxycoccos","SLA",9.70537068825194
"Winnipeg",1,"Glechoma hederacea","SLA",36.025059908
"Winnipeg",1,"Grindelia squarrosa","SLA",10.01001001001
"Winnipeg",1,"Helianthus annuus","SLA",11.5501154084962
"Winnipeg",1,"Helianthus maximiliani","SLA",6.34920634920635
"Winnipeg",1,"Helianthus petiolaris","SLA",8.43618927
"Winnipeg",1,"Impatiens capensis","SLA",53.40375
"Winnipeg",1,"Impatiens glandulifera","SLA",38.3
"Winnipeg",1,"Maianthemum canadense","SLA",34.5
"Winnipeg",1,"Picea glauca","SLA",9.0233028408693
"Winnipeg",1,"Poa annua","SLA",39.2498625154071
"Winnipeg",1,"Poa nemoralis","SLA",44.0729493891797
"Winnipeg",1,"Populus alba","SLA",11.0850440254001
"Winnipeg",1,"Rorippa palustris","SLA",51.1654545454545
"Winnipeg",1,"Salix exigua","SLA",9.99075
"Winnipeg",1,"Solanum dulcamara","SLA",36.8837493298612
"Winnipeg",1,"Solidago missouriensis","SLA",7.33675715333822
"Winnipeg",1,"Sporobolus heterolepis","SLA",11.3378684807256
"Winnipeg",1,"Stachys palustris","SLA",43.4
"Winnipeg",1,"Stellaria graminea","SLA",36.9868907563025
"Winnipeg",1,"Stellaria media","SLA",53.6698607348869
"Winnipeg",1,"Symphyotrichum ericoides","SLA",11.7647058823529
"Winnipeg",1,"Symphyotrichum lanceolatum","SLA",10.1419878296146
"Winnipeg",1,"Ulmus pumila","SLA",9.72579321252255
"Winnipeg",1,"Viola canadensis","SLA",38.6516054680909
"Winnipeg",3,"Matricaria discoidea","SLA",28.7164066193853
"Winnipeg",3,"Urtica dioica","SLA",28.7175321350862
